Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570208400,2019-10-04 17:00:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,1900,9505,90,0,
1570208700,2019-10-04 17:05:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,10700,9505,90,0,
1570209000,2019-10-04 17:10:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,19400,9505,90,0,
1570209300,2019-10-04 17:15:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,27900,9505,90,0,
1570209600,2019-10-04 17:20:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,36800,9505,90,0,
1570209900,2019-10-04 17:25:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,45900,9505,90,0,
1570210200,2019-10-04 17:30:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,1500,9505,90,0,
1570210500,2019-10-04 17:35:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,10200,9505,90,0,
1570210800,2019-10-04 17:40:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,19200,9505,90,0,
1570211100,2019-10-04 17:45:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,28400,9505,90,0,
1570211400,2019-10-04 17:50:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,38400,9505,90,0,
1570211700,2019-10-04 17:55:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,48800,9505,90,0,
