Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570003200,2019-10-02 08:00:00.000,-643217,,,,,,
1570003500,2019-10-02 08:05:00.000,-633494,,,,,,
1570003800,2019-10-02 08:10:00.000,-643217,,,,,,
1570004100,2019-10-02 08:15:00.000,-643217,,,,,,
1570004400,2019-10-02 08:20:00.000,-633494,,,,,,
1570004700,2019-10-02 08:25:00.000,-633494,,,,,,
1570005000,2019-10-02 08:30:00.000,-633494,,,,,,
1570005300,2019-10-02 08:35:00.000,-633494,,,,,,
1570005600,2019-10-02 08:40:00.000,-633494,,,,,,
1570005900,2019-10-02 08:45:00.000,-643217,,,,,,
1570006200,2019-10-02 08:50:00.000,-643217,,,,,,
1570006500,2019-10-02 08:55:00.000,-643217,,,,,,
