Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570154400,2019-10-04 02:00:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,47200,9515,90,0,
1570154700,2019-10-04 02:05:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,1600,9516,90,0,
1570155000,2019-10-04 02:10:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,10900,9516,90,0,
1570155300,2019-10-04 02:15:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,20700,9516,90,0,
1570155600,2019-10-04 02:20:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,30500,9516,90,0,
1570155900,2019-10-04 02:25:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,40100,9516,90,0,
1570156200,2019-10-04 02:30:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,49900,9516,90,0,
1570156500,2019-10-04 02:35:00.000,57.991719N 10.547463E 129m,Off,5,Time OK,Free running,5200,9515,90,0,
1570156800,2019-10-04 02:40:00.000,57.991719N 10.547463E 129m,Off,5,Time OK,Free running,14700,9515,90,0,
1570157100,2019-10-04 02:45:00.000,57.991719N 10.547463E 129m,Off,5,Time OK,Free running,24400,9515,90,0,
1570157400,2019-10-04 02:50:00.000,57.991719N 10.547463E 129m,Off,5,Time OK,Free running,34200,9515,90,0,
1570157700,2019-10-04 02:55:00.000,57.991719N 10.547463E 129m,Off,5,Time OK,Free running,44100,9515,90,0,
