Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570608000,2019-10-09 08:00:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,16900,9521,90,0,
1570608300,2019-10-09 08:05:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,26400,9521,90,0,
1570608600,2019-10-09 08:10:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,36100,9521,90,0,
1570608900,2019-10-09 08:15:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,46400,9521,90,0,
1570609200,2019-10-09 08:20:00.000,57.992187N 10.547246E 162m,Off,9,Time OK,Free running,2200,9520,90,0,
1570609500,2019-10-09 08:25:00.000,57.992187N 10.547246E 162m,Off,9,Time OK,Free running,11400,9520,90,0,
1570609800,2019-10-09 08:30:00.000,57.992187N 10.547246E 162m,Off,9,Time OK,Free running,21600,9520,90,0,
1570610100,2019-10-09 08:35:00.000,57.992187N 10.547246E 162m,Off,9,Time OK,Free running,32100,9520,90,0,
1570610400,2019-10-09 08:40:00.000,57.992187N 10.547246E 162m,Off,9,Time OK,Free running,43000,9520,90,0,
1570610700,2019-10-09 08:45:00.000,57.992187N 10.547246E 162m,GNSS locked,9,Time OK,Coarse lock,100,9523,90,0,
1570611000,2019-10-09 08:50:00.000,57.992187N 10.547246E 162m,Off,10,Time OK,Free running,5700,9529,90,0,
1570611300,2019-10-09 08:55:00.000,57.992187N 10.547246E 162m,Off,10,Time OK,Free running,16000,9529,90,0,
