Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1569891600,2019-10-01 01:00:00.000,57.991894N 10.547354E 202m,Off,7,Time OK,Free running,2100,9518,90,0,
1569891900,2019-10-01 01:05:00.000,57.991894N 10.547354E 202m,Off,7,Time OK,Free running,11500,9518,90,0,
1569892200,2019-10-01 01:10:00.000,57.991894N 10.547354E 202m,Off,7,Time OK,Free running,21100,9518,90,0,
1569892500,2019-10-01 01:15:00.000,57.991894N 10.547354E 202m,Off,7,Time OK,Free running,30900,9518,90,0,
1569892800,2019-10-01 01:20:00.000,57.991894N 10.547354E 202m,Off,7,Time OK,Free running,40600,9518,90,0,
1569893100,2019-10-01 01:25:00.000,57.991894N 10.547354E 202m,GNSS unlocked,0,Time OK,Free running,50500,9518,90,0,
1569893400,2019-10-01 01:30:00.000,57.991894N 10.547354E 202m,Off,9,Time OK,Free running,5700,9518,90,0,
1569893700,2019-10-01 01:35:00.000,57.991894N 10.547354E 202m,Off,9,Time OK,Free running,14300,9518,90,0,
1569894000,2019-10-01 01:40:00.000,57.991894N 10.547354E 202m,Off,9,Time OK,Free running,22900,9518,90,0,
1569894300,2019-10-01 01:45:00.000,57.991894N 10.547354E 202m,Off,9,Time OK,Free running,31300,9518,90,0,
1569894600,2019-10-01 01:50:00.000,57.991894N 10.547354E 202m,Off,9,Time OK,Free running,39800,9518,90,0,
1569894900,2019-10-01 01:55:00.000,57.991894N 10.547354E 202m,Off,9,Time OK,Free running,48400,9518,90,0,
