Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570658400,2019-10-09 22:00:00.000,-623770,,,,,,
1570658700,2019-10-09 22:05:00.000,-633494,,,,,,
1570659000,2019-10-09 22:10:00.000,-623770,,,,,,
1570659300,2019-10-09 22:15:00.000,-623770,,,,,,
1570659600,2019-10-09 22:20:00.000,-633494,,,,,,
1570659900,2019-10-09 22:25:00.000,-623770,,,,,,
1570660200,2019-10-09 22:30:00.000,-623770,,,,,,
1570660500,2019-10-09 22:35:00.000,-633494,,,,,,
1570660800,2019-10-09 22:40:00.000,-633494,,,,,,
1570661100,2019-10-09 22:45:00.000,-633494,,,,,,
1570661400,2019-10-09 22:50:00.000,-633494,,,,,,
1570661700,2019-10-09 22:55:00.000,-633494,,,,,,
