Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570438800,2019-10-07 09:00:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,15700,9519,90,0,
1570439100,2019-10-07 09:05:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,26100,9519,90,0,
1570439400,2019-10-07 09:10:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,37000,9519,90,0,
1570439700,2019-10-07 09:15:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,48200,9519,90,0,
1570440000,2019-10-07 09:20:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,3700,9516,90,0,
1570440300,2019-10-07 09:25:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,13200,9516,90,0,
1570440600,2019-10-07 09:30:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,23600,9516,90,0,
1570440900,2019-10-07 09:35:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,34200,9516,90,0,
1570441200,2019-10-07 09:40:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,45600,9516,90,0,
1570441500,2019-10-07 09:45:00.000,57.991719N 10.547463E 129m,GNSS locked,10,Time OK,Fine lock,500,9529,100,-520,
1570441800,2019-10-07 09:50:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,8600,9526,90,0,
1570442100,2019-10-07 09:55:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,18800,9526,90,0,
