Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570150800,2019-10-04 01:00:00.000,-633494,,,,,,
1570151100,2019-10-04 01:05:00.000,-623770,,,,,,
1570151400,2019-10-04 01:10:00.000,-623770,,,,,,
1570151700,2019-10-04 01:15:00.000,-623770,,,,,,
1570152000,2019-10-04 01:20:00.000,-633494,,,,,,
1570152300,2019-10-04 01:25:00.000,-623770,,,,,,
1570152600,2019-10-04 01:30:00.000,-633494,,,,,,
1570152900,2019-10-04 01:35:00.000,-633494,,,,,,
1570153200,2019-10-04 01:40:00.000,-633494,,,,,,
1570153500,2019-10-04 01:45:00.000,-633494,,,,,,
1570153800,2019-10-04 01:50:00.000,-633494,,,,,,
1570154100,2019-10-04 01:55:00.000,-633494,,,,,,
