Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570543200,2019-10-08 14:00:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,40500,9510,90,0,
1570543500,2019-10-08 14:05:00.000,57.991719N 10.547463E 129m,GNSS unlocked,9,Time OK,Free running,50200,9510,90,0,
1570543800,2019-10-08 14:10:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,5500,9509,90,0,
1570544100,2019-10-08 14:15:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,14400,9509,90,0,
1570544400,2019-10-08 14:20:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,23100,9509,90,0,
1570544700,2019-10-08 14:25:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,31700,9509,90,0,
1570545000,2019-10-08 14:30:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,40300,9509,90,0,
1570545300,2019-10-08 14:35:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,48900,9509,90,0,
1570545600,2019-10-08 14:40:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,4000,9508,90,0,
1570545900,2019-10-08 14:45:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,12900,9508,90,0,
1570546200,2019-10-08 14:50:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,22000,9508,90,0,
1570546500,2019-10-08 14:55:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,31100,9508,90,0,
