Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570035600,2019-10-02 17:00:00.000,-652941,,,,,,
1570035900,2019-10-02 17:05:00.000,-643217,,,,,,
1570036200,2019-10-02 17:10:00.000,-643217,,,,,,
1570036500,2019-10-02 17:15:00.000,-643217,,,,,,
1570036800,2019-10-02 17:20:00.000,-643217,,,,,,
1570037100,2019-10-02 17:25:00.000,-643217,,,,,,
1570037400,2019-10-02 17:30:00.000,-643217,,,,,,
1570037700,2019-10-02 17:35:00.000,-643217,,,,,,
1570038000,2019-10-02 17:40:00.000,-643217,,,,,,
1570038300,2019-10-02 17:45:00.000,-643217,,,,,,
1570038600,2019-10-02 17:50:00.000,-652941,,,,,,
1570038900,2019-10-02 17:55:00.000,-652941,,,,,,
