Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570579200,2019-10-09 00:00:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,17300,9519,90,0,
1570579500,2019-10-09 00:05:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,26300,9519,90,0,
1570579800,2019-10-09 00:10:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,35300,9519,90,0,
1570580100,2019-10-09 00:15:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,44100,9519,90,0,
1570580400,2019-10-09 00:20:00.000,57.992187N 10.547246E 162m,GNSS locked,8,Time OK,Coarse lock,100,9517,90,0,
1570580700,2019-10-09 00:25:00.000,57.992187N 10.547246E 162m,Off,8,Time OK,Free running,8400,9518,90,0,
1570581000,2019-10-09 00:30:00.000,57.992187N 10.547246E 162m,Off,8,Time OK,Free running,17100,9518,90,0,
1570581300,2019-10-09 00:35:00.000,57.992187N 10.547246E 162m,Off,8,Time OK,Free running,25500,9518,90,0,
1570581600,2019-10-09 00:40:00.000,57.992187N 10.547246E 162m,Off,8,Time OK,Free running,34100,9518,90,0,
1570581900,2019-10-09 00:45:00.000,57.992187N 10.547246E 162m,Off,8,Time OK,Free running,43200,9518,90,0,
1570582200,2019-10-09 00:50:00.000,57.992187N 10.547246E 162m,GNSS locked,8,Time OK,Coarse lock,800,9428,90,729,
1570582500,2019-10-09 00:55:00.000,57.992187N 10.547246E 162m,Off,8,Time OK,Free running,7600,9521,90,0,
