Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570374000,2019-10-06 15:00:00.000,-643217,,,,,,
1570374300,2019-10-06 15:05:00.000,-643217,,,,,,
1570374600,2019-10-06 15:10:00.000,-643217,,,,,,
1570374900,2019-10-06 15:15:00.000,-643217,,,,,,
1570375200,2019-10-06 15:20:00.000,-643217,,,,,,
1570375500,2019-10-06 15:25:00.000,-643217,,,,,,
1570375800,2019-10-06 15:30:00.000,-643217,,,,,,
1570376100,2019-10-06 15:35:00.000,-643217,,,,,,
1570376400,2019-10-06 15:40:00.000,-643217,,,,,,
1570376700,2019-10-06 15:45:00.000,-643217,,,,,,
1570377000,2019-10-06 15:50:00.000,-643217,,,,,,
1570377300,2019-10-06 15:55:00.000,-643217,,,,,,
